Module,Reaction,url,KOs,Rule,Review comment,reaction_orthology,module_orthology,module_definition
M00011,R00727,https://www.genome.jp/dbget-bin/www_bget?rn:R00727,"K01899,K01900",K01899+K01900,reviewed by HBS,"{'K01899': 'succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]', 'K01900': 'succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]'}","{'K00164,K00658,K00382': '2-oxoglutarate dehydrogenase [EC:1.2.4.2 2.3.1.61 1.8.1.4] [RN:R00621 R03316 R02570 R07618]', 'K00174': '2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] [RN:R01197]', 'K00175': '2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] [RN:R01197]', 'K00177': '2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] [RN:R01197]', 'K00176': '2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] [RN:R01197]', 'K01902,K01903': 'succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]', 'K01899,K01900': 'succinyl-CoA synthetase [EC:6.2.1.4 6.2.1.5] [RN:R00405 R00432 R00727]', 'K18118': 'succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] [RN:R10343]', 'K00234,K00235,K00236,K00237': 'succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]', 'K00239,K00240,K00241,K00242,K18859,K18860': 'succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]', 'K00244,K00245,K00246,K00247': 'fumarate reductase [EC:1.3.5.4] [RN:R02164]', 'K01676,K01679,K01677+K01678': 'fumarate hydratase [EC:4.2.1.2] [RN:R01082]', 'K00026,K00025,K00024': 'malate dehydrogenase [EC:1.1.1.37] [RN:R00342]', 'K00116': 'malate dehydrogenase (quinone) [EC:1.1.5.4] [RN:R00361]'}","(K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"
M00375,R00740,https://www.genome.jp/dbget-bin/www_bget?rn:R00740,"K15017,K14468","K15017,K14468",reviewed by HBS,"{'K14468': 'malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]', 'K15017': 'malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]'}","{'K01964,K15036': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] [RN:R00742 R01859]', 'K15037': 'biotin carboxyl carrier protein [RN:R00742 R01859]', 'K15017': 'malonyl-CoA reductase (NADPH) [EC:1.2.1.75] [RN:R00740]', 'K15039': '3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298] [RN:R09289]', 'K15018': '3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36] [RN:R09286]', 'K15019': '3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116] [RN:R03045]', 'K15020': 'acryloyl-coenzyme A reductase [EC:1.3.1.84] [RN:R00919]', 'K05606': 'methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]', 'K01848,K01849': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]', 'K15038,K15017': 'succinyl-coA reductase [EC:1.2.1.76] [RN:R09280]', 'K14465': 'succinate semialdehyde reductase [EC:1.1.1.-] [RN:R09281]', 'K14466,K18861': '4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]', 'K14534': '4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3] [RN:R10782]  ', 'K15016': '3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975]', 'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]'}","(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861) K14534 K15016 K00626"
M00376,R00740,https://www.genome.jp/dbget-bin/www_bget?rn:R00740,"K15017,K14468","K15017,K14468",reviewed by HBS,"{'K14468': 'malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]', 'K15017': 'malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]'}","{'K01961,K01962,K01963': 'acetyl-CoA carboxylase carboxyl transferase [EC:6.4.1.2] [RN:R00742]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein [RN:R00742]', 'K14468': 'malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298] [RN:R00740 R09289] ', 'K14469': 'acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36] [RN:R09286 R03045 R00919] ', 'K15052': 'propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859] ', 'K05606': 'methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]', 'K01847,K01848,K01849': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]', 'K14471,K14472': 'succinyl-CoA:(S)-malate CoA transferase [EC:2.8.3.-] [RN:R00406]', 'K00239,K00240,K00241': 'succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]', 'K01679': 'fumarate hydratase [EC:4.2.1.2] [RN:R01082]', 'K08691': 'malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25] [RN:R00473 R00934 R00237]', 'K14449': '2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]', 'K14470': '2-methylfumaryl-CoA isomerase [EC:5.4.1.3] [RN:R09283]', 'K09709': '3-methylfumaryl-CoA hydratase [EC:4.2.1.153] [RN:R09282]'}","(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"
M00082,R00742,https://www.genome.jp/dbget-bin/www_bget?rn:R00742,"K18604,K02160,K18605,K15036,K01946,K01964,K18603,K22568,K15037,K18472,K01962,K11263,K19312,K01961,K01963,K11262","K11262,K02160+K01961+K01962+K01963,K011263+K18472,K01964+K15037+K15036",Reviewed by JG,"{'K01946': 'acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]', 'K01961': 'acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]', 'K01962': 'acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]', 'K01963': 'acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]', 'K01964': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein', 'K11262': 'acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]', 'K11263': 'acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]', 'K15036': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K15037': 'biotin carboxyl carrier protein', 'K18472': 'acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K18603': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]', 'K18604': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K18605': 'biotin carboxyl carrier protein', 'K19312': 'acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K22568': 'acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]'}","{'K11262': 'acetyl-CoA carboxylase / biotin carboxylase [EC:6.4.1.2] [RN:R00742]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein [RN:R00742]', 'K01961': 'acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2] [RN:R00742]', 'K11263': 'acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2] [RN:R00742]', 'K01962+K01963': 'acetyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]', 'K18472': 'acetyl/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2] [RN:R00742]', 'K00665': 'fatty-acid synthase [EC:2.3.1.85] [RN:R01626 R01624 R04355]', 'K00667+K00668': 'fatty-acyl-CoA synthase [EC:2.3.1.86] [RN:R01626 R01624 R04355]', 'K11533': 'fatty acid synthase, bacteria type [EC:2.3.1.-] [RN:R01626 R01624 R04355]', 'K00645': '[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] [RN:R01626]', 'K00648,K18473': 'acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180] [RN:R10707]'}","(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))"
M00375,R00742,https://www.genome.jp/dbget-bin/www_bget?rn:R00742,"K18604,K02160,K18605,K15036,K01946,K01964,K18603,K22568,K15037,K18472,K01962,K11263,K19312,K01961,K01963,K11262","K11262,K02160+K01961+K01962+K01963,K011263+K18472,K01964+K15037+K15036",Reviewed by JG,"{'K01946': 'acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]', 'K01961': 'acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]', 'K01962': 'acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]', 'K01963': 'acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]', 'K01964': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein', 'K11262': 'acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]', 'K11263': 'acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]', 'K15036': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K15037': 'biotin carboxyl carrier protein', 'K18472': 'acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K18603': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]', 'K18604': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K18605': 'biotin carboxyl carrier protein', 'K19312': 'acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K22568': 'acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]'}","{'K01964,K15036': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] [RN:R00742 R01859]', 'K15037': 'biotin carboxyl carrier protein [RN:R00742 R01859]', 'K15017': 'malonyl-CoA reductase (NADPH) [EC:1.2.1.75] [RN:R00740]', 'K15039': '3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298] [RN:R09289]', 'K15018': '3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36] [RN:R09286]', 'K15019': '3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116] [RN:R03045]', 'K15020': 'acryloyl-coenzyme A reductase [EC:1.3.1.84] [RN:R00919]', 'K05606': 'methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]', 'K01848,K01849': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]', 'K15038,K15017': 'succinyl-coA reductase [EC:1.2.1.76] [RN:R09280]', 'K14465': 'succinate semialdehyde reductase [EC:1.1.1.-] [RN:R09281]', 'K14466,K18861': '4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]', 'K14534': '4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3] [RN:R10782]  ', 'K15016': '3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975]', 'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]'}","(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861) K14534 K15016 K00626"
M00376,R00742,https://www.genome.jp/dbget-bin/www_bget?rn:R00742,"K18604,K02160,K18605,K15036,K01946,K01964,K18603,K22568,K15037,K18472,K01962,K11263,K19312,K01961,K01963,K11262","K11262,K02160+K01961+K01962+K01963,K011263+K18472,K01964+K15037+K15036",Reviewed by JG,"{'K01946': 'acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]', 'K01961': 'acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]', 'K01962': 'acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]', 'K01963': 'acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]', 'K01964': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein', 'K11262': 'acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]', 'K11263': 'acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]', 'K15036': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K15037': 'biotin carboxyl carrier protein', 'K18472': 'acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K18603': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]', 'K18604': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K18605': 'biotin carboxyl carrier protein', 'K19312': 'acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]', 'K22568': 'acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]'}","{'K01961,K01962,K01963': 'acetyl-CoA carboxylase carboxyl transferase [EC:6.4.1.2] [RN:R00742]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein [RN:R00742]', 'K14468': 'malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298] [RN:R00740 R09289] ', 'K14469': 'acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36] [RN:R09286 R03045 R00919] ', 'K15052': 'propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859] ', 'K05606': 'methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]', 'K01847,K01848,K01849': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]', 'K14471,K14472': 'succinyl-CoA:(S)-malate CoA transferase [EC:2.8.3.-] [RN:R00406]', 'K00239,K00240,K00241': 'succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]', 'K01679': 'fumarate hydratase [EC:4.2.1.2] [RN:R01082]', 'K08691': 'malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25] [RN:R00473 R00934 R00237]', 'K14449': '2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]', 'K14470': '2-methylfumaryl-CoA isomerase [EC:5.4.1.3] [RN:R09283]', 'K09709': '3-methylfumaryl-CoA hydratase [EC:4.2.1.153] [RN:R09282]'}","(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"
M00545,R00750,https://www.genome.jp/dbget-bin/www_bget?rn:R00750,"K18365,K01666","K18365,K01666",Reviewed by JG,"{'K01666': '4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]', 'K18365': '4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]'}","{'K05708+K05709+K05710+K00529': '3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]', 'K05711': '2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87] [RN:R06785]', 'K05712': 'mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127] [RN:R06787]', 'K05713': '2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16] [RN:R06788]', 'K05714': '2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase [EC:3.7.1.14] [RN:R06789]', 'K02554': '2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]', 'K01666': '4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]', 'K04073': 'acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]'}","(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073"
M00569,R00750,https://www.genome.jp/dbget-bin/www_bget?rn:R00750,"K18365,K01666","K18365,K01666",Reviewed by JG,"{'K01666': '4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]', 'K18365': '4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]'}","{'K00446,K07104': 'catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]', 'K10217': '2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.85] [RN:R02762 R05353]', 'K01821': '4-oxalocrotonate tautomerase [EC:5.3.2.6] [RN:R03966 R05389]', 'K01617': '4-oxalocrotonate decarboxylase [EC:4.1.1.77] [RN:R02602 R05374]', 'K10216': '2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9] [RN:R02604 R05865]', 'K18364': '2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132] [RN:R02601 R05864]', 'K02554': '2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]', 'K18365': '4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43] [RN:R00750 R05298]', 'K01666': '4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]', 'K18366': 'acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87] [RN:R00228 R09097]', 'K04073': 'acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]'}","(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)"
M00529,R00783,https://www.genome.jp/dbget-bin/www_bget?rn:R00783,"K15864,K00368","K15864,K00368",Reviewed by JG,"{'K00368': 'nitrite reductase (NO-forming) [EC:1.7.2.1]', 'K15864': 'nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]'}","{'K00370,K00371,K00374': 'nitrate reductase 1 [EC:1.7.99.-] [RN:R00798]', 'K02567,K02568': 'nitrate reductase (cytochrome) [EC:1.9.6.1] [RN:R03071]', 'K00368,K15864': 'nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]', 'K04561,K02305': 'nitric oxide reductase [EC:1.7.2.5] [RN:R00294]', 'K00376': 'nitrous-oxide reductase [EC:1.7.2.4] [RN:R02804]'}","(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376"
M00529,R00785,https://www.genome.jp/dbget-bin/www_bget?rn:R00785,"K15864,K00368","K15864,K00368",Reviewed by JG,"{'K00368': 'nitrite reductase (NO-forming) [EC:1.7.2.1]', 'K15864': 'nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]'}","{'K00370,K00371,K00374': 'nitrate reductase 1 [EC:1.7.99.-] [RN:R00798]', 'K02567,K02568': 'nitrate reductase (cytochrome) [EC:1.9.6.1] [RN:R03071]', 'K00368,K15864': 'nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]', 'K04561,K02305': 'nitric oxide reductase [EC:1.7.2.5] [RN:R00294]', 'K00376': 'nitrous-oxide reductase [EC:1.7.2.4] [RN:R02804]'}","(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376"
M00530,R00787,https://www.genome.jp/dbget-bin/www_bget?rn:R00787,"K00363,K00362,K17877","K00363+K00362,K17877",Reviewed by JG,"{'K00362': 'nitrite reductase (NADH) large subunit [EC:1.7.1.15]', 'K00363': 'nitrite reductase (NADH) small subunit [EC:1.7.1.15]', 'K17877': 'nitrite reductase (NAD(P)H) [EC:1.7.1.4]'}","{'K00370,K00371,K00374': 'respiratory nitrate reductase 1 [EC:1.7.99.- 1.7.5.1] [RN:R00798 R09497]', 'K02567,K02568': 'dissimilatory nitrate reductase [EC:1.9.6.1] [RN:R03071]', 'K00362,K00363': 'respiratory nitrite reductase [EC:1.7.1.15] [RN:R00787]', 'K03385,K15876': 'respiratory nitrite reductase [EC:1.7.2.2] [RN:R05712]'}","(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)"
M00531,R00787,https://www.genome.jp/dbget-bin/www_bget?rn:R00787,"K00363,K00362,K17877","K00363+K00362,K17877",Reviewed by JG,"{'K00362': 'nitrite reductase (NADH) large subunit [EC:1.7.1.15]', 'K00363': 'nitrite reductase (NADH) small subunit [EC:1.7.1.15]', 'K17877': 'nitrite reductase (NAD(P)H) [EC:1.7.1.4]'}","{'K00367': 'assimilatory nitrate reductase [EC:1.7.7.2] [RN:R00791]', 'K10534': 'nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3] [RN:R00794 R00796]', 'K00372+K00360': 'assimilatory nitrate reductase [EC:1.7.99.-] [RN:R00798]', 'K00366': 'assimilatory nitrite reductase [EC:1.7.7.1] [RN:R00790]', 'K17877': 'assimilatory nitrite reductase [EC:1.7.1.4] [RN:R00787 R00789]'}","(K00367,K10534,K00372-K00360) (K00366,K17877)"
M00529,R00798,https://www.genome.jp/dbget-bin/www_bget?rn:R00798,"K00360,K00371,K00372,K02567,K00374,K00370,K02568","K00360+K00372,K00370+K00371+K00374,K02567+K02568","Reviewed by SM. Nas is cytoplasmic, NarGHI, and NapAB are electronically connected to the membrane. Evolution of Nitrate Reductase: Molecular and Structural Variations on a Common Function John F. Stolz and Partha Basu","{'K00360': 'assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]', 'K00370': 'nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]', 'K00371': 'nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]', 'K00372': 'assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]', 'K00374': 'nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]', 'K02567': 'nitrate reductase (cytochrome) [EC:1.9.6.1]', 'K02568': 'nitrate reductase (cytochrome), electron transfer subunit'}","{'K00370,K00371,K00374': 'nitrate reductase 1 [EC:1.7.99.-] [RN:R00798]', 'K02567,K02568': 'nitrate reductase (cytochrome) [EC:1.9.6.1] [RN:R03071]', 'K00368,K15864': 'nitrite reductase (NO-forming) [EC:1.7.2.1] [RN:R00783 R00785]', 'K04561,K02305': 'nitric oxide reductase [EC:1.7.2.5] [RN:R00294]', 'K00376': 'nitrous-oxide reductase [EC:1.7.2.4] [RN:R02804]'}","(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376"
M00530,R00798,https://www.genome.jp/dbget-bin/www_bget?rn:R00798,"K00360,K00371,K00372,K02567,K00374,K00370,K02568","K00360+K00372,K00370+K00371+K00374,K02567+K02568","Reviewed by SM. Nas is cytoplasmic, NarGHI, and NapAB are electronically connected to the membrane. Evolution of Nitrate Reductase: Molecular and Structural Variations on a Common Function John F. Stolz and Partha Basu","{'K00360': 'assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]', 'K00370': 'nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]', 'K00371': 'nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]', 'K00372': 'assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]', 'K00374': 'nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]', 'K02567': 'nitrate reductase (cytochrome) [EC:1.9.6.1]', 'K02568': 'nitrate reductase (cytochrome), electron transfer subunit'}","{'K00370,K00371,K00374': 'respiratory nitrate reductase 1 [EC:1.7.99.- 1.7.5.1] [RN:R00798 R09497]', 'K02567,K02568': 'dissimilatory nitrate reductase [EC:1.9.6.1] [RN:R03071]', 'K00362,K00363': 'respiratory nitrite reductase [EC:1.7.1.15] [RN:R00787]', 'K03385,K15876': 'respiratory nitrite reductase [EC:1.7.2.2] [RN:R05712]'}","(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)"
